date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:26	16475/16475	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Dec%202020%2017:11:45%20GMT	https://tronapex.com/robots.txt		(from )
18:11:26	84470/84470	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Dec%202020%2017:11:45%20GMT	https://tronapex.com/	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/index.html	(from )
18:11:26	78567/78567	---M-Z	200	added ('OK')	text/css	etag:%22132e7-5b595193ef2ef-gzip%22	https://tronapex.com/tpl/css/main.css?v=11.76	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/tpl/css/main087b.css	(from https://tronapex.com/)
18:11:26	19565/19565	---M-Z	200	added ('OK')	text/css	etag:%224c6d-5b5937b260ff0-gzip%22	https://tronapex.com/tpl/css/media.css?v=11.76	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/tpl/css/media087b.css	(from https://tronapex.com/)
18:11:27	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%2217b8b-5b3c1713b28ce-gzip%22	https://tronapex.com/tpl/js/jquery-1.12.4.min.js	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/tpl/js/jquery-1.12.4.min.js	(from https://tronapex.com/)
18:11:27	89992/89992	---M-Z	200	added ('OK')	application/javascript	etag:%2215f88-5b3c17158f1a5-gzip%22	https://tronapex.com/tpl/js/owl.carousel.js	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/tpl/js/owl.carousel.js	(from https://tronapex.com/)
18:11:27	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:%225b44-5b3c17165a393-gzip%22	https://tronapex.com/tpl/js/particles.min.js	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/tpl/js/particles.min.js	(from https://tronapex.com/)
18:11:27	10453/10453	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228d5-Y3HsCo4kI5XH1NAI0rmORyydzFI%22	https://cdn.jsdelivr.net/npm/clipboard@2.0.6/dist/clipboard.min.js	C:/My%20Web%20Sites/Necronomi%20Tron%205/cdn.jsdelivr.net/npm/clipboard@2.0.6/dist/clipboard.min.js	(from https://tronapex.com/)
18:11:28	5893/5893	---M-Z	200	added ('OK')	application/javascript	etag:%221705-5b58fc6da1640-gzip%22	https://tronapex.com/tpl/js/main.js?v=11.76	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/tpl/js/main087b.js	(from https://tronapex.com/)
18:11:28	32073/32073	---MCZ	200	added ('OK')	image/png	etag:W/%227d49-5b4d77cc0ac9e%22	https://tronapex.com/tpl/touch-icon-iphone-retina.png	C:/My%20Web%20Sites/Necronomi%20Tron%205/tronapex.com/tpl/touch-icon-iphone-retina.png	(from https://tronapex.com/)
